Antall målepunkter;Volum (MWh);Prisomraade;Gruppe;Bruksdogn
799;181;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;12.11.2020
2724;461;NO5;Bygge- og anleggsvirksomhet;12.11.2020
43824;1099;NO5;Fritidsbolig;12.11.2020
243465;10551;NO5;Husholdning;12.11.2020
22012;6550;NO5;Tjenesteyting;12.11.2020
8944;1468;NO1;Jordbruk, skogbruk og fiske;11.11.2020
6957;731;NO1;Uklassifisert;11.11.2020
299;235;NO1;Bergverksdrift og utvinning;11.11.2020
4866;12002;NO1;Industri;11.11.2020
1492;2646;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;11.11.2020
2263;1163;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;11.11.2020
11933;2098;NO1;Bygge- og anleggsvirksomhet;11.11.2020
99980;2364;NO1;Fritidsbolig;11.11.2020
1049455;49780;NO1;Husholdning;11.11.2020
91760;30893;NO1;Tjenesteyting;11.11.2020
6708;1561;NO2;Jordbruk, skogbruk og fiske;11.11.2020
8295;723;NO2;Uklassifisert;11.11.2020
488;4098;NO2;Bergverksdrift og utvinning;11.11.2020
4096;43097;NO2;Industri;11.11.2020
2194;3194;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;11.11.2020
1672;522;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;11.11.2020
10301;1081;NO2;Bygge- og anleggsvirksomhet;11.11.2020
102023;1828;NO2;Fritidsbolig;11.11.2020
590270;28211;NO2;Husholdning;11.11.2020
61673;18150;NO2;Tjenesteyting;11.11.2020
12489;1782;NO3;Jordbruk, skogbruk og fiske;11.11.2020
3785;287;NO3;Uklassifisert;11.11.2020
236;5852;NO3;Bergverksdrift og utvinning;11.11.2020
3374;33139;NO3;Industri;11.11.2020
1738;2405;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;11.11.2020
1355;202;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;11.11.2020
5349;716;NO3;Bygge- og anleggsvirksomhet;11.11.2020
58202;1006;NO3;Fritidsbolig;11.11.2020
382691;17298;NO3;Husholdning;11.11.2020
48717;11504;NO3;Tjenesteyting;11.11.2020
3556;1239;NO4;Jordbruk, skogbruk og fiske;11.11.2020
4342;238;NO4;Uklassifisert;11.11.2020
204;821;NO4;Bergverksdrift og utvinning;11.11.2020
1795;17295;NO4;Industri;11.11.2020
996;3453;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;11.11.2020
815;146;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;11.11.2020
3576;555;NO4;Bygge- og anleggsvirksomhet;11.11.2020
42656;992;NO4;Fritidsbolig;11.11.2020
237840;15048;NO4;Husholdning;11.11.2020
34051;9385;NO4;Tjenesteyting;11.11.2020
1802;310;NO5;Jordbruk, skogbruk og fiske;11.11.2020
2001;211;NO5;Uklassifisert;11.11.2020
141;12393;NO5;Bergverksdrift og utvinning;11.11.2020
1216;11199;NO5;Industri;11.11.2020
981;1545;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;11.11.2020
799;182;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;11.11.2020
2721;477;NO5;Bygge- og anleggsvirksomhet;11.11.2020
43818;1060;NO5;Fritidsbolig;11.11.2020
243395;11018;NO5;Husholdning;11.11.2020
22020;6829;NO5;Tjenesteyting;11.11.2020
8942;1489;NO1;Jordbruk, skogbruk og fiske;10.11.2020
6956;756;NO1;Uklassifisert;10.11.2020
299;236;NO1;Bergverksdrift og utvinning;10.11.2020
4865;13079;NO1;Industri;10.11.2020
1494;2901;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;10.11.2020
2262;1163;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;10.11.2020
11928;2144;NO1;Bygge- og anleggsvirksomhet;10.11.2020
99972;2303;NO1;Fritidsbolig;10.11.2020
1049849;51439;NO1;Husholdning;10.11.2020
91762;31687;NO1;Tjenesteyting;10.11.2020
6707;1545;NO2;Jordbruk, skogbruk og fiske;10.11.2020
8296;724;NO2;Uklassifisert;10.11.2020
488;4311;NO2;Bergverksdrift og utvinning;10.11.2020
4094;42999;NO2;Industri;10.11.2020
2195;3194;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;10.11.2020
1671;536;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;10.11.2020
10252;1111;NO2;Bygge- og anleggsvirksomhet;10.11.2020
102024;1843;NO2;Fritidsbolig;10.11.2020
590255;28799;NO2;Husholdning;10.11.2020
61671;18481;NO2;Tjenesteyting;10.11.2020
12477;1776;NO3;Jordbruk, skogbruk og fiske;10.11.2020
3784;271;NO3;Uklassifisert;10.11.2020
236;5766;NO3;Bergverksdrift og utvinning;10.11.2020
3374;33782;NO3;Industri;10.11.2020
1739;1061;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;10.11.2020
1355;208;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;10.11.2020
5317;694;NO3;Bygge- og anleggsvirksomhet;10.11.2020
58187;956;NO3;Fritidsbolig;10.11.2020
382680;16898;NO3;Husholdning;10.11.2020
48703;11284;NO3;Tjenesteyting;10.11.2020
3553;1249;NO4;Jordbruk, skogbruk og fiske;10.11.2020
4338;244;NO4;Uklassifisert;10.11.2020
203;832;NO4;Bergverksdrift og utvinning;10.11.2020
1795;17053;NO4;Industri;10.11.2020
995;3058;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;10.11.2020
816;151;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;10.11.2020
3575;576;NO4;Bygge- og anleggsvirksomhet;10.11.2020
42639;1036;NO4;Fritidsbolig;10.11.2020
237825;15596;NO4;Husholdning;10.11.2020
34046;9670;NO4;Tjenesteyting;10.11.2020
1804;309;NO5;Jordbruk, skogbruk og fiske;10.11.2020
2002;207;NO5;Uklassifisert;10.11.2020
141;12550;NO5;Bergverksdrift og utvinning;10.11.2020
1216;11110;NO5;Industri;10.11.2020
980;1566;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;10.11.2020
799;179;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;10.11.2020
2716;468;NO5;Bygge- og anleggsvirksomhet;10.11.2020
43816;1019;NO5;Fritidsbolig;10.11.2020
243376;10938;NO5;Husholdning;10.11.2020
22017;6983;NO5;Tjenesteyting;10.11.2020
8941;1501;NO1;Jordbruk, skogbruk og fiske;09.11.2020
6953;765;NO1;Uklassifisert;09.11.2020
299;235;NO1;Bergverksdrift og utvinning;09.11.2020
4865;13311;NO1;Industri;09.11.2020
1494;4610;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;09.11.2020
2262;1147;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;09.11.2020
11910;2171;NO1;Bygge- og anleggsvirksomhet;09.11.2020
99970;2198;NO1;Fritidsbolig;09.11.2020
1049508;52805;NO1;Husholdning;09.11.2020
91743;32523;NO1;Tjenesteyting;09.11.2020
6706;1549;NO2;Jordbruk, skogbruk og fiske;09.11.2020
8296;716;NO2;Uklassifisert;09.11.2020
488;4176;NO2;Bergverksdrift og utvinning;09.11.2020
4094;42878;NO2;Industri;09.11.2020
2202;3276;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;09.11.2020
1669;537;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;09.11.2020
10239;1128;NO2;Bygge- og anleggsvirksomhet;09.11.2020
102017;1864;NO2;Fritidsbolig;09.11.2020
590224;29466;NO2;Husholdning;09.11.2020
61663;18968;NO2;Tjenesteyting;09.11.2020
12477;1772;NO3;Jordbruk, skogbruk og fiske;09.11.2020
3782;265;NO3;Uklassifisert;09.11.2020
236;5563;NO3;Bergverksdrift og utvinning;09.11.2020
3372;33975;NO3;Industri;09.11.2020
1743;2596;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;09.11.2020
1355;201;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;09.11.2020
5310;677;NO3;Bygge- og anleggsvirksomhet;09.11.2020
58187;952;NO3;Fritidsbolig;09.11.2020
382671;17007;NO3;Husholdning;09.11.2020
48685;11314;NO3;Tjenesteyting;09.11.2020
3552;1239;NO4;Jordbruk, skogbruk og fiske;09.11.2020
4338;252;NO4;Uklassifisert;09.11.2020
203;791;NO4;Bergverksdrift og utvinning;09.11.2020
1795;17696;NO4;Industri;09.11.2020
994;3520;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;09.11.2020
816;147;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;09.11.2020
3573;556;NO4;Bygge- og anleggsvirksomhet;09.11.2020
42639;987;NO4;Fritidsbolig;09.11.2020
237841;15204;NO4;Husholdning;09.11.2020
34048;9516;NO4;Tjenesteyting;09.11.2020
1804;305;NO5;Jordbruk, skogbruk og fiske;09.11.2020
2001;210;NO5;Uklassifisert;09.11.2020
141;13075;NO5;Bergverksdrift og utvinning;09.11.2020
1214;11118;NO5;Industri;09.11.2020
981;1472;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;09.11.2020
799;178;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;09.11.2020
2716;471;NO5;Bygge- og anleggsvirksomhet;09.11.2020
43812;974;NO5;Fritidsbolig;09.11.2020
243352;11190;NO5;Husholdning;09.11.2020
22016;7187;NO5;Tjenesteyting;09.11.2020
8941;1433;NO1;Jordbruk, skogbruk og fiske;08.11.2020
6952;701;NO1;Uklassifisert;08.11.2020
299;119;NO1;Bergverksdrift og utvinning;08.11.2020
4865;11255;NO1;Industri;08.11.2020
1487;4063;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;08.11.2020
2262;1008;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;08.11.2020
11902;1742;NO1;Bygge- og anleggsvirksomhet;08.11.2020
99941;2350;NO1;Fritidsbolig;08.11.2020
1049099;50224;NO1;Husholdning;08.11.2020
91720;25018;NO1;Tjenesteyting;08.11.2020
6706;1498;NO2;Jordbruk, skogbruk og fiske;08.11.2020
8296;724;NO2;Uklassifisert;08.11.2020
488;3931;NO2;Bergverksdrift og utvinning;08.11.2020
4095;39827;NO2;Industri;08.11.2020
2204;3625;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;08.11.2020
1669;407;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;08.11.2020
10223;924;NO2;Bygge- og anleggsvirksomhet;08.11.2020
102017;2007;NO2;Fritidsbolig;08.11.2020
590216;28458;NO2;Husholdning;08.11.2020
61660;14758;NO2;Tjenesteyting;08.11.2020
12475;1761;NO3;Jordbruk, skogbruk og fiske;08.11.2020
3782;276;NO3;Uklassifisert;08.11.2020
237;5652;NO3;Bergverksdrift og utvinning;08.11.2020
3373;32517;NO3;Industri;08.11.2020
1745;2471;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;08.11.2020
1355;170;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;08.11.2020
5304;562;NO3;Bygge- og anleggsvirksomhet;08.11.2020
58190;1047;NO3;Fritidsbolig;08.11.2020
382697;17284;NO3;Husholdning;08.11.2020
48684;9019;NO3;Tjenesteyting;08.11.2020
3554;1147;NO4;Jordbruk, skogbruk og fiske;08.11.2020
4339;244;NO4;Uklassifisert;08.11.2020
202;720;NO4;Bergverksdrift og utvinning;08.11.2020
1796;16931;NO4;Industri;08.11.2020
996;3472;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;08.11.2020
816;118;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;08.11.2020
3569;492;NO4;Bygge- og anleggsvirksomhet;08.11.2020
42636;1045;NO4;Fritidsbolig;08.11.2020
237824;15464;NO4;Husholdning;08.11.2020
34048;8131;NO4;Tjenesteyting;08.11.2020
1805;297;NO5;Jordbruk, skogbruk og fiske;08.11.2020
1998;203;NO5;Uklassifisert;08.11.2020
141;12846;NO5;Bergverksdrift og utvinning;08.11.2020
1213;10526;NO5;Industri;08.11.2020
983;1526;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;08.11.2020
799;156;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;08.11.2020
2720;408;NO5;Bygge- og anleggsvirksomhet;08.11.2020
43812;1066;NO5;Fritidsbolig;08.11.2020
243343;10883;NO5;Husholdning;08.11.2020
22013;5609;NO5;Tjenesteyting;08.11.2020
8940;1382;NO1;Jordbruk, skogbruk og fiske;07.11.2020
6952;676;NO1;Uklassifisert;07.11.2020
299;113;NO1;Bergverksdrift og utvinning;07.11.2020
4864;12193;NO1;Industri;07.11.2020
1487;2573;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;07.11.2020
2262;1009;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;07.11.2020
11902;1701;NO1;Bygge- og anleggsvirksomhet;07.11.2020
99934;2523;NO1;Fritidsbolig;07.11.2020
1049028;45523;NO1;Husholdning;07.11.2020
91706;24920;NO1;Tjenesteyting;07.11.2020
6706;1501;NO2;Jordbruk, skogbruk og fiske;07.11.2020
8296;710;NO2;Uklassifisert;07.11.2020
488;3643;NO2;Bergverksdrift og utvinning;07.11.2020
4094;39655;NO2;Industri;07.11.2020
2203;3448;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;07.11.2020
1669;422;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;07.11.2020
10220;934;NO2;Bygge- og anleggsvirksomhet;07.11.2020
102012;2191;NO2;Fritidsbolig;07.11.2020
590199;26846;NO2;Husholdning;07.11.2020
61650;15039;NO2;Tjenesteyting;07.11.2020
12475;1750;NO3;Jordbruk, skogbruk og fiske;07.11.2020
3781;284;NO3;Uklassifisert;07.11.2020
236;5781;NO3;Bergverksdrift og utvinning;07.11.2020
3373;32227;NO3;Industri;07.11.2020
1740;2569;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;07.11.2020
1355;168;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;07.11.2020
5303;566;NO3;Bygge- og anleggsvirksomhet;07.11.2020
58178;1075;NO3;Fritidsbolig;07.11.2020
382620;16175;NO3;Husholdning;07.11.2020
48675;9212;NO3;Tjenesteyting;07.11.2020
3552;1126;NO4;Jordbruk, skogbruk og fiske;07.11.2020
4338;251;NO4;Uklassifisert;07.11.2020
202;698;NO4;Bergverksdrift og utvinning;07.11.2020
1795;16518;NO4;Industri;07.11.2020
995;3453;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;07.11.2020
816;118;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;07.11.2020
3567;487;NO4;Bygge- og anleggsvirksomhet;07.11.2020
42630;1036;NO4;Fritidsbolig;07.11.2020
237793;14812;NO4;Husholdning;07.11.2020
34044;8244;NO4;Tjenesteyting;07.11.2020
1805;299;NO5;Jordbruk, skogbruk og fiske;07.11.2020
1998;207;NO5;Uklassifisert;07.11.2020
141;13038;NO5;Bergverksdrift og utvinning;07.11.2020
1213;10532;NO5;Industri;07.11.2020
981;1500;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;07.11.2020
798;158;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;07.11.2020
2714;429;NO5;Bygge- og anleggsvirksomhet;07.11.2020
43810;1187;NO5;Fritidsbolig;07.11.2020
243296;10780;NO5;Husholdning;07.11.2020
21999;5822;NO5;Tjenesteyting;07.11.2020
8940;1295;NO1;Jordbruk, skogbruk og fiske;06.11.2020
6956;671;NO1;Uklassifisert;06.11.2020
299;164;NO1;Bergverksdrift og utvinning;06.11.2020
4864;13652;NO1;Industri;06.11.2020
1488;1841;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;06.11.2020
2263;1073;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;06.11.2020
11906;1793;NO1;Bygge- og anleggsvirksomhet;06.11.2020
99940;2248;NO1;Fritidsbolig;06.11.2020
1049366;40760;NO1;Husholdning;06.11.2020
91729;27514;NO1;Tjenesteyting;06.11.2020
6706;1475;NO2;Jordbruk, skogbruk og fiske;06.11.2020
8296;680;NO2;Uklassifisert;06.11.2020
488;4020;NO2;Bergverksdrift og utvinning;06.11.2020
4094;41250;NO2;Industri;06.11.2020
2206;2941;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;06.11.2020
1669;513;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;06.11.2020
10224;993;NO2;Bygge- og anleggsvirksomhet;06.11.2020
102011;1867;NO2;Fritidsbolig;06.11.2020
590203;24755;NO2;Husholdning;06.11.2020
61651;16523;NO2;Tjenesteyting;06.11.2020
12475;1745;NO3;Jordbruk, skogbruk og fiske;06.11.2020
3781;278;NO3;Uklassifisert;06.11.2020
236;5885;NO3;Bergverksdrift og utvinning;06.11.2020
3373;33314;NO3;Industri;06.11.2020
1745;2701;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;06.11.2020
1355;187;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;06.11.2020
5302;621;NO3;Bygge- og anleggsvirksomhet;06.11.2020
58184;993;NO3;Fritidsbolig;06.11.2020
382633;15702;NO3;Husholdning;06.11.2020
48675;10598;NO3;Tjenesteyting;06.11.2020
3552;1204;NO4;Jordbruk, skogbruk og fiske;06.11.2020
4338;239;NO4;Uklassifisert;06.11.2020
202;695;NO4;Bergverksdrift og utvinning;06.11.2020
1795;17466;NO4;Industri;06.11.2020
995;3468;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;06.11.2020
816;126;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;06.11.2020
3567;518;NO4;Bygge- og anleggsvirksomhet;06.11.2020
42631;968;NO4;Fritidsbolig;06.11.2020
237796;14290;NO4;Husholdning;06.11.2020
34043;8819;NO4;Tjenesteyting;06.11.2020
1805;297;NO5;Jordbruk, skogbruk og fiske;06.11.2020
1998;209;NO5;Uklassifisert;06.11.2020
141;12962;NO5;Bergverksdrift og utvinning;06.11.2020
1213;10955;NO5;Industri;06.11.2020
981;2122;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;06.11.2020
798;175;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;06.11.2020
2714;464;NO5;Bygge- og anleggsvirksomhet;06.11.2020
43807;1094;NO5;Fritidsbolig;06.11.2020
243293;10228;NO5;Husholdning;06.11.2020
22000;6622;NO5;Tjenesteyting;06.11.2020
8941;1359;NO1;Jordbruk, skogbruk og fiske;05.11.2020
6951;684;NO1;Uklassifisert;05.11.2020
299;224;NO1;Bergverksdrift og utvinning;05.11.2020
4865;14549;NO1;Industri;05.11.2020
1485;1922;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;05.11.2020
2260;1127;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;05.11.2020
11865;1889;NO1;Bygge- og anleggsvirksomhet;05.11.2020
99933;2166;NO1;Fritidsbolig;05.11.2020
1049255;44131;NO1;Husholdning;05.11.2020
91713;28635;NO1;Tjenesteyting;05.11.2020
6706;1524;NO2;Jordbruk, skogbruk og fiske;05.11.2020
8295;718;NO2;Uklassifisert;05.11.2020
488;4044;NO2;Bergverksdrift og utvinning;05.11.2020
4095;41469;NO2;Industri;05.11.2020
2205;3260;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;05.11.2020
1668;564;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;05.11.2020
10223;1043;NO2;Bygge- og anleggsvirksomhet;05.11.2020
102004;1814;NO2;Fritidsbolig;05.11.2020
590157;26654;NO2;Husholdning;05.11.2020
61649;17210;NO2;Tjenesteyting;05.11.2020
12478;1741;NO3;Jordbruk, skogbruk og fiske;05.11.2020
3782;270;NO3;Uklassifisert;05.11.2020
237;5378;NO3;Bergverksdrift og utvinning;05.11.2020
3373;34397;NO3;Industri;05.11.2020
1746;2875;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;05.11.2020
1355;185;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;05.11.2020
5300;657;NO3;Bygge- og anleggsvirksomhet;05.11.2020
58190;965;NO3;Fritidsbolig;05.11.2020
382686;16702;NO3;Husholdning;05.11.2020
48682;10932;NO3;Tjenesteyting;05.11.2020
3552;1214;NO4;Jordbruk, skogbruk og fiske;05.11.2020
4338;256;NO4;Uklassifisert;05.11.2020
202;721;NO4;Bergverksdrift og utvinning;05.11.2020
1795;17785;NO4;Industri;05.11.2020
997;3451;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;05.11.2020
815;129;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;05.11.2020
3572;537;NO4;Bygge- og anleggsvirksomhet;05.11.2020
42631;954;NO4;Fritidsbolig;05.11.2020
237822;14577;NO4;Husholdning;05.11.2020
34043;9132;NO4;Tjenesteyting;05.11.2020
1805;299;NO5;Jordbruk, skogbruk og fiske;05.11.2020
1998;210;NO5;Uklassifisert;05.11.2020
141;13057;NO5;Bergverksdrift og utvinning;05.11.2020
1213;11098;NO5;Industri;05.11.2020
981;2964;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;05.11.2020
798;187;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;05.11.2020
2712;474;NO5;Bygge- og anleggsvirksomhet;05.11.2020
43803;1050;NO5;Fritidsbolig;05.11.2020
243339;10658;NO5;Husholdning;05.11.2020
21997;6833;NO5;Tjenesteyting;05.11.2020
8942;1388;NO1;Jordbruk, skogbruk og fiske;04.11.2020
6956;719;NO1;Uklassifisert;04.11.2020
299;234;NO1;Bergverksdrift og utvinning;04.11.2020
4863;14053;NO1;Industri;04.11.2020
1488;2927;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;04.11.2020
2264;1194;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;04.11.2020
11879;2013;NO1;Bygge- og anleggsvirksomhet;04.11.2020
99928;2170;NO1;Fritidsbolig;04.11.2020
1049112;46125;NO1;Husholdning;04.11.2020
91724;30336;NO1;Tjenesteyting;04.11.2020
6705;1520;NO2;Jordbruk, skogbruk og fiske;04.11.2020
8295;718;NO2;Uklassifisert;04.11.2020
488;3951;NO2;Bergverksdrift og utvinning;04.11.2020
4094;41637;NO2;Industri;04.11.2020
2208;3445;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;04.11.2020
1668;547;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;04.11.2020
10221;1098;NO2;Bygge- og anleggsvirksomhet;04.11.2020
102002;1826;NO2;Fritidsbolig;04.11.2020
590161;27747;NO2;Husholdning;04.11.2020
61634;18062;NO2;Tjenesteyting;04.11.2020
12478;1797;NO3;Jordbruk, skogbruk og fiske;04.11.2020
3781;287;NO3;Uklassifisert;04.11.2020
235;5882;NO3;Bergverksdrift og utvinning;04.11.2020
3376;33298;NO3;Industri;04.11.2020
1746;2806;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;04.11.2020
1355;205;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;04.11.2020
5300;699;NO3;Bygge- og anleggsvirksomhet;04.11.2020
58179;1014;NO3;Fritidsbolig;04.11.2020
382670;17654;NO3;Husholdning;04.11.2020
48676;11549;NO3;Tjenesteyting;04.11.2020
3552;1231;NO4;Jordbruk, skogbruk og fiske;04.11.2020
4341;246;NO4;Uklassifisert;04.11.2020
201;722;NO4;Bergverksdrift og utvinning;04.11.2020
1797;17344;NO4;Industri;04.11.2020
996;3334;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;04.11.2020
815;125;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;04.11.2020
3597;530;NO4;Bygge- og anleggsvirksomhet;04.11.2020
42635;903;NO4;Fritidsbolig;04.11.2020
237815;14204;NO4;Husholdning;04.11.2020
34051;8975;NO4;Tjenesteyting;04.11.2020
1805;305;NO5;Jordbruk, skogbruk og fiske;04.11.2020
1999;217;NO5;Uklassifisert;04.11.2020
141;13246;NO5;Bergverksdrift og utvinning;04.11.2020
1214;11190;NO5;Industri;04.11.2020
981;2256;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;04.11.2020
799;185;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;04.11.2020
2690;507;NO5;Bygge- og anleggsvirksomhet;04.11.2020
43797;1072;NO5;Fritidsbolig;04.11.2020
243326;11486;NO5;Husholdning;04.11.2020
22000;7247;NO5;Tjenesteyting;04.11.2020
8943;1322;NO1;Jordbruk, skogbruk og fiske;03.11.2020
6956;681;NO1;Uklassifisert;03.11.2020
299;231;NO1;Bergverksdrift og utvinning;03.11.2020
4864;14432;NO1;Industri;03.11.2020
1480;1991;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;03.11.2020
2258;1148;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;03.11.2020
11902;1891;NO1;Bygge- og anleggsvirksomhet;03.11.2020
99922;1851;NO1;Fritidsbolig;03.11.2020
1049129;42630;NO1;Husholdning;03.11.2020
91724;29071;NO1;Tjenesteyting;03.11.2020
6704;1496;NO2;Jordbruk, skogbruk og fiske;03.11.2020
8296;704;NO2;Uklassifisert;03.11.2020
488;3740;NO2;Bergverksdrift og utvinning;03.11.2020
4094;41247;NO2;Industri;03.11.2020
2211;3574;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;03.11.2020
1668;562;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;03.11.2020
10206;1066;NO2;Bygge- og anleggsvirksomhet;03.11.2020
101996;1639;NO2;Fritidsbolig;03.11.2020
590147;26456;NO2;Husholdning;03.11.2020
61632;17504;NO2;Tjenesteyting;03.11.2020
12476;1744;NO3;Jordbruk, skogbruk og fiske;03.11.2020
3781;282;NO3;Uklassifisert;03.11.2020
235;5708;NO3;Bergverksdrift og utvinning;03.11.2020
3375;33669;NO3;Industri;03.11.2020
1760;2594;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;03.11.2020
1355;201;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;03.11.2020
5293;679;NO3;Bygge- og anleggsvirksomhet;03.11.2020
58172;897;NO3;Fritidsbolig;03.11.2020
382678;16513;NO3;Husholdning;03.11.2020
48667;11029;NO3;Tjenesteyting;03.11.2020
3552;1206;NO4;Jordbruk, skogbruk og fiske;03.11.2020
4340;244;NO4;Uklassifisert;03.11.2020
201;718;NO4;Bergverksdrift og utvinning;03.11.2020
1795;17751;NO4;Industri;03.11.2020
996;3459;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;03.11.2020
816;121;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;03.11.2020
3576;514;NO4;Bygge- og anleggsvirksomhet;03.11.2020
42630;842;NO4;Fritidsbolig;03.11.2020
237824;13748;NO4;Husholdning;03.11.2020
34036;8789;NO4;Tjenesteyting;03.11.2020
1806;301;NO5;Jordbruk, skogbruk og fiske;03.11.2020
1999;212;NO5;Uklassifisert;03.11.2020
141;13164;NO5;Bergverksdrift og utvinning;03.11.2020
1215;11062;NO5;Industri;03.11.2020
980;2106;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;03.11.2020
798;190;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;03.11.2020
2681;477;NO5;Bygge- og anleggsvirksomhet;03.11.2020
43797;949;NO5;Fritidsbolig;03.11.2020
243304;11025;NO5;Husholdning;03.11.2020
22014;7069;NO5;Tjenesteyting;03.11.2020
8944;1315;NO1;Jordbruk, skogbruk og fiske;02.11.2020
6960;659;NO1;Uklassifisert;02.11.2020
299;216;NO1;Bergverksdrift og utvinning;02.11.2020
4866;13904;NO1;Industri;02.11.2020
1490;1416;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;02.11.2020
